Video_ID	Title	Blurb	Category_A	Category_B	Category_C	Language	Length_of_Video	Marked_Price	Rating	Reviews_Num	Selling_Price	Students_Num	Students_of_Tch_1	Name_of_Tch_1_x	Courses_of_Tch_1	Reviews_of_Tch_1	Rating_of_Tch_1	Url	showup	smile_proportion	beginning	middle	end	Intensity	asymmetry	beauty	quality	video_length	Name_of_Tch_1_y	gender	path	preview	male	description_length	log_description_length	category
1112734	Professional Cognitive Behavioural Therapy (CBT) Diploma	Fully Accredited CBT Diploma Course. Using easy techniques of CBT for change and freedom!	Personal Development	Other Personal Development	CBT Cognitive Behavioral Therapy	English	1.5 hours	94.99	4.2532463	657	10.99	3323	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/cognitive-behavioural-therapy-cbt-live-a-life-of-freedom/	1.0	0.0	0.0	0.0	0.0	0.3251094008983954	0.7132561742559221	3.0130897978609603	0.7305390238761902	128.83333333333334	Dr Karen E Wells	female	/home/xyubl/Downloads/pd_1-100/1112734.mp4	1	0	14	2.6390573296152584	personal development
1114538	Gratitude: Bring Your Best Life Into Being by Panache Desai	Improve your life through the power of gratitude and vibrational transformation	Personal Development	Personal Transformation	Gratitude	English	3 hours	119.99	4.5924997	167	12.99	911	911	Panache Desai	1	167	4.5924997	https://www.udemy.com/course/gratitude-strategies-to-bring-your-best-life-into-being/	1.0	0.2464788732394366	0.270042194092827	0.1645569620253164	0.3050847457627119	0.248566500612676	0.3377566164977546	2.888023520563378	0.765717089176178	157.1	Panache Desai	male	/home/xyubl/Downloads/pd_1-100/1114538.mp4	1	1	11	2.3978952727983707	personal development
1116388	How to Build Confidence in Your Abilities	Overcome Your Limiting Beliefs and Achieve Your Goals	Personal Development	Motivation	Confidence	English	1 hour	19.99	4.506453	7880	9.99	51067	79590	Martin Meadows	4	16688	4.530652851949085	https://www.udemy.com/course/how-to-build-confidence-in-your-abilities/	0.0	0.0294117647058823	0.0	0.0	0.0909090909090909	0.194324799117647	0.362466126199874	3.891281900000001	0.7908305525779724	108.60860860860862	Martin Meadows	male	/home/xyubl/Downloads/pd_1-100/1116388.mp4	1	1	8	2.079441541679836	personal development
1119698	Skyrocket Your Creativity and Get Better Ideas: 7 Easy Ways	Learn how you can develop your creativity muscles with basic but effective techniques to get better ideas in just 1 hour	Personal Development	Creativity	Creativity	English	1 hour	34.99	4.55573	1114	9.99	6013	81282	Kristen Palana	20	3077	4.388299528888888	https://www.udemy.com/course/skyrocket-creativity-get-better-ideas/	0.0	0.0	0.0	0.0	0.0	0.1618674466666666	0.4008940957150568	3.1217222333333337	0.7387272715568542	65.0316983650317	Kristen Palana	female	/home/xyubl/Downloads/pd_1-100/1119698.mp4	1	0	21	3.044522437723423	personal development
1121344	Curso Basico de Ingles y Espanol Tecnico Para Ingenieros	Curso Bilingue de Ingles y Espanol Tecnico, desde Computacion hasta Robotica--Bilingual English Spanish Technical Course	Personal Development	Career Development	Spanish Language	English	37 mins	19.99	3.888488	128	9.99	3642	47816	Dr. Oscar Rodriguez, DET	14	2654	3.91133621969697	https://www.udemy.com/course/bilingual-english-spanish-technical-course-curso-bilingue/	1.0	0.017156862745098	0.0036764705882352	0.0220588235294117	0.025735294117647	0.6794604747303933	0.6062300643946051	2.555210445955879	0.7798510789871216	163.23333333333332	Dr. Oscar Rodriguez, DET	male	/home/xyubl/Downloads/pd_1-100/1121344.mp4	1	1	15	2.70805020110221	personal development
1122372	Jewelry Making For Beginners: Art Resin Pendant and Earrings	Make your own fashionable jewelry using tinted Resin to create a one of a kind Pendant and earring set.	Personal Development	Creativity	Jewelry Making	English	1 hour	49.99	4.2904134	243	9.99	1399	13497	Kellie Chasse	41	2474	4.572437139481268	https://www.udemy.com/course/jewelry-making-for-beginners-art-resin-pendant-and-earrings/	0.0	1.0	1.0	1.0	1.0	0.8051970003030302	7.09537308464294e-05	4.028685784848485	0.7060725688934326	109.06666666666666	Kellie Chasse	female	/home/xyubl/Downloads/pd_1-100/1122372.mp4	1	0	19	2.9444389791664403	personal development
1123940	Think Like a Leader with Brian Tracy	Change your day to day habits to become a powerful motivator and achieve leadership success	Personal Development	Leadership	Leadership	English	3 hours	199.99	4.492436	3600	199.99	16606	16681	Brian Tracy	1	3600	4.4973	https://www.udemy.com/course/think-like-a-leader-with-brian-tracy/	1.0	0.0	0.0	0.0	0.0	0.4959747171547418	0.090503594147291	2.59825283810316	0.6983630657196045	107.8078078078078	Brian Tracy	male	/home/xyubl/Downloads/pd_1-100/1123940.mp4	1	1	15	2.70805020110221	personal development
1125316	How To Solve A 3x3 Rubiks Cube For Beginners Start To Finish	Learn how to solve a 3x3 Rubiks Cube. Learn the steps & algorithms from how to videos as well as a pdf downloadable file	Personal Development	Memory & Study Skills	Rubik's Cube	English	1.5 hours	94.99	4.7229996	340	11.99	10066	314505	Life Progression Project	40	88095	4.465021380808857	https://www.udemy.com/course/how-to-solve-a-3x3-rubiks-cube-for-beginners/	1.0	0.1116625310173697	0.2444444444444444	0.044776119402985	0.044776119402985	0.299527846816377	0.6400956943805877	2.5789756851116623	0.7135228514671326	90.45037531276064	Life Progression Project	female	/home/xyubl/Downloads/pd_1-100/1125316.mp4	1	0	24	3.1780538303479458	personal development
1125328	SuperThinker | A Way to Better Thinking	Improve Learning Strategies, Communication, Reasoning, Decision Making, and Creative and Innovative Thinking	Personal Development	Creativity	Creativity	English	3 hours	84.99	4.556934	195	9.99	8009	27412	Rajiv Narang	4	2847	4.444859684033614	https://www.udemy.com/course/creativity-improve/	0.0	0.0	0.0	0.0	0.0	0.3282472195652174	0.4082079210411518	3.624020573913044	0.751633882522583	94.43333333333334	Rajiv Narang	male	/home/xyubl/Downloads/pd_1-100/1125328.mp4	1	1	12	2.4849066497880004	personal development
1130742	Wedding Flower Design School for the DIY Bride	Learn how to create your own wedding flowers from Bouquets, Corsages, Boutonnieres, Decor, and Centerpieces.	Personal Development	Creativity	Floral Design	English	1.5 hours	39.99	4.715094	250	10.99	860	860	Katherine Watren	1	250	4.715094	https://www.udemy.com/course/wedding-flowers-diy/	1.0	0.0032154340836012	0.0	0.0048309178743961	0.0048309178743961	0.4180899695016072	0.7326789953365596	3.0503470935691324	0.7928799390792847	123.39005672339006	Katherine Watren	female	/home/xyubl/Downloads/pd_1-100/1130742.mp4	1	0	15	2.70805020110221	personal development
1132660	Indian Head Massage Diploma Course: Relax Your Way To Bliss!	Fully Accredited Course! Learn the massage techniques of Indian Head Massage to take your clients into total relaxation!	Personal Development	Career Development	Massage	English	1 hour	84.99	4.5871506	521	9.99	2931	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/indian-head-massage-relax-your-way-to-bliss/	1.0	0.0	0.0	0.0	0.0	0.357375246562189	0.8118348601374238	3.087828786733002	0.7844428420066833	120.76666666666668	Dr Karen E Wells	female	/home/xyubl/Downloads/pd_1-100/1132660.mp4	1	0	18	2.8903717578961645	personal development
1136898	Transformational Leadership & Leading Corporate Culture	The Nine Principles of Transformational Leadership That Build Winning Teams and Culture	Personal Development	Leadership	Leadership	English	3.5 hours	84.99	4.522577	4127	9.99	9132	166161	Lawrence M. Miller, Institute for Leadership Excellence	17	55738	4.52761737167648	https://www.udemy.com/course/leadership-the-transforming-power-of-principles/	1.0	0.0130151843817787	0.0173535791757049	0.0130151843817787	0.0086767895878524	0.4607469422747658	0.8951439937644492	2.76742470448301	0.7500982284545898	259.9265932599266	Lawrence M. Miller, Institute for Leadership Excellence	male	/home/xyubl/Downloads/pd_1-100/1136898.mp4	1	1	12	2.4849066497880004	personal development
1137652	Fully Accredited Mindfulness for Teenagers & Schools Diploma	Quick & Effective Techniques Enabling 11-16 year olds to control Emotions, Feelings, Thoughts, Stress & Anxiety!	Personal Development	Parenting & Relationships	Mindfulness	English	1.5 hours	84.99	3.8352945	100	9.99	702	112294	Dr Karen E Wells	122	30451	4.52518196078615	https://www.udemy.com/course/mindfulness-for-teenagers-techniques-for-beating-stress/											Dr Karen E Wells	female		0	0	16	2.772588722239781	personal development
1137678	Autism Step by Step: The ultimate guide for families	Do you want to learn how to help your child? This Course will teach you everything you need to know to do so.	Personal Development	Parenting & Relationships	Autism	English	5 hours	39.99	4.4233828	118	39.99	323	836	Mayte Urena	2	372	4.6195884	https://www.udemy.com/course/autism-step-by-step-the-ultimate-guide-for-families/	1.0	0.1028985507246376	0.1521739130434782	0.0739130434782608	0.0826086956521739	0.2908884976985511	0.6280023426352778	3.755735366811594	0.8238893151283264	177.2	Mayte Urena	female	/home/xyubl/Downloads/pd_1-100/1137678.mp4	1	0	23	3.1354942159291497	personal development
1140322	Activate The Law of Attraction	4 Steps to Effective Manifestation	Personal Development	Personal Transformation	Manifestation and Law of Attraction	English	1.5 hours	84.99	4.3548203	99	9.99	393	393	Natalie Ledwell	1	99	4.355382	https://www.udemy.com/course/activate-the-law-of-attraction/											Natalie Ledwell	female		0	0	5	1.6094379124341005	personal development
1141484	Ho'oponopono online course. The art of forgiveness.	The Technique of Forgiveness , that will help you get rid of restricting thoughts and memories and find peace	Personal Development	Personal Transformation	Forgiveness	English	7 hours	94.99	4.6730328	581	11.99	2340	7163	Pablo Mariana	7	1989	4.521153034	https://www.udemy.com/course/hooponopono-online-course-the-art-of-forgiveness/	0.0	0.0	0.0	0.0	0.0	0.1890193462499999	0.8788907567793791	2.6751137	0.7928203344345093	107.0	Pablo Mariana	male	/home/xyubl/Downloads/pd_1-100/1141484.mp4	1	1	19	2.9444389791664403	personal development
1143184	Certified Central Sterile Processing Course	Begin Your Career in Sterile Processing, Earn a Certificate of Course Completion for CRCST.	Personal Development	Career Development	Healthcare	English	31 mins	84.99	4.5024333	103	9.99	356	368	WILLIAM DELUCA	2	111	4.454426666666667	https://www.udemy.com/course/central-sterile-processing-course/											WILLIAM DELUCA	male		0	1	14	2.6390573296152584	personal development
1147162	The Dating Blueprint: A Step by Step Guide	Dating concepts, conversational skills, and exercises for men seeking to massively improve their dating game	Personal Development	Personal Transformation	Dating	English	1.5 hours	84.99	4.0959544	101	9.99	744	845	Tony Valentino	2	103	4.248617083333333	https://www.udemy.com/course/the-dating-blueprint-a-step-by-step-guide/											Tony Valentino	male		0	1	15	2.70805020110221	personal development
1149200	Visual Note Taking: How your notes become Notes of a Genius	Increase your concentration, comprehension and effectiveness by taking visual notes. Soon you'll become a Genius!	Personal Development	Personal Productivity	Note-taking	English	1 hour	49.99	4.0246863	168	9.99	923	1044	Karlijn L'Ortye	2	182	4.0086728	https://www.udemy.com/course/notesofagenius/	1.0	0.178030303030303	0.2386363636363636	0.1931818181818181	0.1022727272727272	0.3539494972007573	0.6860001858305916	2.260945155303032	0.7953495383262634	163.72	Karlijn L'Ortye	female	/home/xyubl/Downloads/pd_1-100/1149200.mp4	1	0	15	2.70805020110221	personal development
1149896	Newly Updated for 2020/21 - Comprehensive Guide to LinkedIn	Learn how to use LinkedIn with me, a professional LinkedIn trainer and Digital Marketing practitioner	Personal Development	Personal Brand Building	LinkedIn	English	1.5 hours	84.99	4.3875175	639	9.99	2739	22105	Alastair Banks	4	2111	4.290255522222222	https://www.udemy.com/course/linkedin2017/	1.0	0.0	0.0	0.0	0.0	0.4473124325211266	0.6248556446813994	2.8896388492957747	0.803828775882721	42.6	Alastair Banks	male	/home/xyubl/Downloads/pd_1-100/1149896.mp4	1	1	15	2.70805020110221	personal development
1151232	Super Human Productivity: Become Ultra Productive	300 Page Course Book, More Than 70 HD Lectures, Free Biohacking Advice & 24/7 Free Support	Personal Development	Personal Productivity	Personal Productivity	English	7.5 hours	84.99	3.5807188	205	9.99	10738	102118	Leon Chaudhari	54	9417	4.178672913131313	https://www.udemy.com/course/super-human-productivity-become-ultra-productive/	1.0	0.1212121212121212	0.1590909090909091	0.0757575757575757	0.1287878787878787	0.3658993553156563	0.9080911473039904	3.1731120737373746	0.7606414556503296	118.28	Leon Chaudhari	male	/home/xyubl/Downloads/pd_1-100/1151232.mp4	1	1	16	2.772588722239781	personal development
1151744	Mindfulness for Children Diploma - Focus & Freedom for Kids!	Fully Accredited Diploma Course - Easy & Effective Techniques To Help Children Aged 6-10 Years Old	Personal Development	Parenting & Relationships	Mindfulness	English	1 hour	94.99	4.0885906	351	10.99	1789	112257	Dr Karen E Wells	122	30452	4.52518196078615	https://www.udemy.com/course/mindfulness-for-children-focus-freedom-for-kids/	1.0	0.0012919896640826	0.0	0.003875968992248	0.0	0.1872412443870801	0.4519853602216827	3.251121716925069	0.8246018290519714	129.09576242909577	Dr Karen E Wells	female	/home/xyubl/Downloads/pd_1-100/1151744.mp4	1	0	16	2.772588722239781	personal development
1153444	Personal Development Simplified: Be your best version	Simple guide to understanding negative patterns and replacing them with what works. Guaranteed.	Personal Development	Personal Transformation	Personal Development	English	2 hours	84.99	3.5391886	108	9.99	4576	6972	Kshitij Prasai (Coach KP)	3	174	3.936172523809524	https://www.udemy.com/course/personal-development-simplified/	1.0	0.0026525198938992	0.0079365079365079	0.0	0.0	0.3512021165782494	0.6047221218218185	2.663581155702917	0.7606991529464722	119.0	Kshitij Prasai (Coach KP)	male	/home/xyubl/Downloads/pd_1-100/1153444.mp4	1	1	13	2.5649493574615367	personal development
1156984	Integrative Wellness Life Coach Practitioner - 2	CBT, Arts Therapy Wellness Life Coach Practitioner Certificate, NLP, REBT, Counselling, Life Purpose	Personal Development	Personal Transformation	Life Coach Training	English	1.5 hours	84.99	4.01805	299	9.99	2183	56184	Patrick Howell	12	8357	4.562213646246247	https://www.udemy.com/course/life-coach-certification/	0.0	0.0	0.0	0.0	0.0	0.7816486118644066	0.7086576080421731	3.994380842372883	0.9332804083824158	256.3333333333333	Patrick Howell	male	/home/xyubl/Downloads/pd_1-100/1156984.mp4	1	1	13	2.5649493574615367	personal development
1157648	Essential Life Coaching Skills Certification	Beginner to Advanced: Develop the skills to become a super-effective life coach.	Personal Development	Personal Transformation	Life Coach Training	English	4.5 hours	99.99	4.571383	809	10.99	3078	3204	Steve Payne	2	853	4.636965500000001	https://www.udemy.com/course/essential-life-and-business-coaching-skills-certification/	1.0	0.2424242424242424	0.2215909090909091	0.2727272727272727	0.2329545454545454	0.2473319827418561	0.8703915873963922	3.0908056689393937	0.6881685256958008	148.6	Steve Payne	male	/home/xyubl/Downloads/pd_1-100/1157648.mp4	1	1	12	2.4849066497880004	personal development
1167954	Acting 101 for Adults	Acting 101 for Adults	Personal Development	Creativity	Acting	English	7 hours	24.99	4.761377	611	10.99	2706	17302	Academy of Film Fashion and Design	28	4080	4.439161734367541	https://www.udemy.com/course/acting-101-for-adults/	1.0	0.0414634146341463	0.0218978102189781	0.0364963503649635	0.0661764705882353	0.401524505543903	0.6997254620441298	3.007184466585365	0.7156280279159546	90.0	Academy of Film Fashion and Design	male	/home/xyubl/Downloads/pd_1-100/1167954.mp4	1	1	4	1.3862943611198906	personal development
1173748	How to Lead & Coach Millennials & Gen Z Employees	Increase your level of Influence & Promotability by tapping into the Optimism and Creativity of your team!	Personal Development	Leadership	Career Coaching	English	1 hour	84.99	4.489141	3337	9.99	6593	6909	Carla Howard	2	3383	4.491226390291263	https://www.udemy.com/course/the-millennial-maze/	1.0	0.0115384615384615	0.0172413793103448	0.0	0.0173410404624277	0.4260056537692313	0.1385062348909514	3.2971221113461544	0.743843138217926	104.16666666666669	Carla Howard	female	/home/xyubl/Downloads/pd_1-100/1173748.mp4	1	0	17	2.833213344056216	personal development
1174274	Simple Strategies from Game Theory, for Leaders & Managers !	Practical Leadership Strategies from Game Theory, for Conflict Management, Competition and Interdependence !	Personal Development	Leadership	Leadership	English	3 hours	79.99	4.5348616	590	9.99	3426	42022	Sivakami S ; MBA ; Ph.D (ongoing)	14	15648	4.491969801647059	https://www.udemy.com/course/leadership-science-evidence-and-research-based-leadership/	1.0	0.2654867256637168	0.4473684210526316	0.3421052631578947	0.0	0.3682941269115046	0.4984216427856981	3.316745225663717	0.8039178252220154	89.23333333333333	Sivakami S ; MBA ; Ph.D (ongoing)	female	/home/xyubl/Downloads/pd_1-100/1174274.mp4	1	0	13	2.5649493574615367	personal development
1183316	Supercharge Your Productivity	Developing a system that enables you to get the more important things done in life.	Personal Development	Personal Productivity	Personal Productivity	English	1.5 hours	84.99	4.268832	1197	9.99	3143	45730	Carl Pullein	2	2091	4.239573178947369	https://www.udemy.com/course/supercharge-your-productivity/	1.0	0.0159744408945686	0.0019157088122605	0.0268199233716475	0.019193857965451	0.3948845446683705	0.4360854934131588	3.00421249194888	0.8161946535110474	261.5281948615282	Carl Pullein	male	/home/xyubl/Downloads/pd_1-100/1183316.mp4	1	1	15	2.70805020110221	personal development
1186734	How to create your best Express Entry profile	Immigrate to Canada via the Express Entry system. Avoid typical mistakes, maximize your Express Entry score.	Personal Development	Other Personal Development	Immigration	English	1 hour	74.99	4.2607923	213	11.99	863	945	LP Group –	2	247	4.276591649999999	https://www.udemy.com/course/express-entry/	1.0	0.0029239766081871	0.0043859649122807	0.0	0.0043859649122807	0.2641132880760233	0.342834520702468	2.3828464780701752	0.8066016435623169	114.21421421421422	LP Group –	male	/home/xyubl/Downloads/pd_1-100/1186734.mp4	1	1	16	2.772588722239781	personal development
1187714	OSHA Control of Hazardous Energy and Lock Out / Tag Out	OSHA required training under 29 CFR 1910 and 1926.	Personal Development	Leadership	OSHA	English	30 mins	34.99	4.450744	100	9.99	212	212	Gordon Reynolds	1	100	4.450744	https://www.udemy.com/course/osha-control-of-hazardous-energy-and-lock-out-tag-out/											Gordon Reynolds	male		0	1	9	2.19722457733622	personal development
1188382	Assertive Communication: Build The Independent You	Communication Skills and Assertiveness Basics. Boost Self-Confidence and Self-Esteem. Improve your Social Skills.	Personal Development	Personal Transformation	Assertiveness	English	2 hours	84.99	4.503956	104	9.99	4405	9399	Lucia Grosaru	4	198	4.482585525	https://www.udemy.com/course/assertive-communication-build-the-independent-you/											Lucia Grosaru	female		0	0	13	2.5649493574615367	personal development
1192364	Real Organization: How to Declutter & Organize Any Space!	Let go of clutter and grab on to happy living. Learn a tested system! It includes real life before/after photographs.	Personal Development	Happiness	Decluttering	English	3.5 hours	64.99	4.576353	396	11.99	2086	8539	KW Professional Organizers	12	987	4.349598239603959	https://www.udemy.com/course/how-to-de-clutter-and-organize-any-space/	0.0	0.0454545454545454	0.125	0.0	0.0	0.3660469627272727	1.148295749111391	3.1920017954545457	0.868705689907074	107.8	KW Professional Organizers	female	/home/xyubl/Downloads/pd_1-100/1192364.mp4	1	0	20	2.995732273553991	personal development
1199794	Elite Communication Skills to get What you Want with Words	If you need to persuade or feel more comfortable in conversation - Enrol in this Course for more effective communicating	Personal Development	Influence	Conversation Skills	English	32 mins	89.99	4.0128717	154	9.99	1597	5551	Andrew PM Tse	9	1214	4.021577511111111	https://www.udemy.com/course/elite-communication-skills-to-get-what-you-want-with-words/	1.0	0.063953488372093	0.063953488372093	0.1162790697674418	0.0116279069767441	0.5511456472209305	0.5517406988940942	2.7111305110465134	0.7705776691436768	105.84	Andrew PM Tse	male	/home/xyubl/Downloads/pd_1-100/1199794.mp4	1	1	20	2.995732273553991	personal development
1199916	Psychology of Persuasion: How to Convince People Easily	Learn Effective Psychological Techniques How to Persuade, Win Sympathy and Convince even the most Stubborn People	Personal Development	Influence	Persuasion	English	1 hour	19.99	4.2879124	352	9.99	7316	25495	Timur Kazantsev	23	2280	4.336647418345324	https://www.udemy.com/course/persuasion-basics/	0.0	0.25	0.0	0.0	0.75	0.1771876916666666	0.282585689692417	3.4870485666666657	0.785793662071228	95.86252919586254	Timur Kazantsev	male	/home/xyubl/Downloads/pd_1-100/1199916.mp4	1	1	16	2.772588722239781	personal development
1208168	Women's Success With Style	Upgrade your image. Transform your life. Define your own personal authentic brand in as little as six weeks.	Personal Development	Personal Transformation	Personal Branding	English	2.5 hours	84.99	4.6008816	228	9.99	1208	1707	Anna Akbari	3	377	4.579138333333334	https://www.udemy.com/course/womens-success-with-style/	1.0	0.0613026819923371	0.057471264367816	0.0459770114942528	0.0804597701149425	0.4854536277528737	0.5824641884826863	3.3003104611111134	0.7187595367431641	250.4504504504505	Anna Akbari	female	/home/xyubl/Downloads/pd_1-100/1208168.mp4	1	0	18	2.8903717578961645	personal development
1209910	Supercharge Your Email Productivity	Supercharge your email productivity so you can spend more time on the things that are really important.	Personal Development	Personal Productivity	Office Productivity	English	1 hour	89.99	4.24282	894	9.99	2824	45730	Carl Pullein	2	2091	4.239573178947369	https://www.udemy.com/course/supercharge-your-email-productivity/	1.0	0.0	0.0	0.0	0.0	0.4514152995145633	0.4531012235509504	2.8597591904854367	0.8132902383804321	102.86666666666666	Carl Pullein	male	/home/xyubl/Downloads/pd_1-100/1209910.mp4	1	1	17	2.833213344056216	personal development
1210442	Psychology of Diversity and Unconscious Bias	Understand Stereotypes, Prejudice, and Discrimination and How to Reduce Their Influence at Work and Your Community	Personal Development	Career Development	Diversity and Inclusion	English	2.5 hours	94.99	4.4824777	17329	11.99	34796	267325	Andrew Luttrell, Ph.D.	15	56192	4.489949635756015	https://www.udemy.com/course/psychology-diversity-unconscious-bias-discrimination/	1.0	0.0	0.0	0.0	0.0	0.4360369670715834	0.6623610126973825	2.79829438156182	0.7142801880836487	84.31765098431765	Andrew Luttrell, Ph.D.	male	/home/xyubl/Downloads/pd_1-100/1210442.mp4	1	1	16	2.772588722239781	personal development
1214140	Mastering Thinking Skills Vol 1: The 12 Fundamental Skills	How to think differently to and solve problems at multiple levels of depth	Personal Development	Memory & Study Skills	Critical Thinking	English	4 hours	99.99	4.543328	352	10.99	12462	131034	Timothy Kenny	77	5487	4.18426136875784	https://www.udemy.com/course/thinking-skills-m/	0.0								0.7881985306739807	632.0	Timothy Kenny	male	/home/xyubl/Downloads/pd_1-100/1214140.mp4	1	1	13	2.5649493574615367	personal development
1214850	How to speak confidently and clearly, face to face or online	For over 27 years I have been teaching people from all walks of life and of all ages to articulate well with expression	Personal Development	Other Personal Development	Communication Skills	English	2 hours	44.99	4.3262906	202	9.99	3621	7247	Serena Greenslade F.V.C.M. (Hons), A.N.E.A.	13	707	4.574497188073394	https://www.udemy.com/course/how-to-speak-clearly-and-confidently/	1.0	0.4263565891472868	0.3255813953488372	0.3372093023255814	0.6162790697674418	0.345838317972868	0.7257215644477565	2.712024404844961	0.7617332935333252	103.76666666666668	Serena Greenslade F.V.C.M. (Hons), A.N.E.A.	female	/home/xyubl/Downloads/pd_1-100/1214850.mp4	1	0	23	3.1354942159291497	personal development
1217488	Powerful Social Media Marketing For Beginners	Master the world of social media marketing, become a social media manager, grow your business, & become irreplaceable.	Personal Development	Career Development	Social Media Management	English	10 hours	84.99	4.5258594	1268	9.99	5816	12870	Maggie Stara	3	2037	4.59593794105691	https://www.udemy.com/course/become-a-kick-ass-social-media-manager/	1.0	0.7423728813559322	0.7373737373737373	0.7755102040816326	0.7142857142857143	0.4499951919355933	0.6326100503644836	3.1070403172881367	0.8717193007469177	172.16666666666666	Maggie Stara	female	/home/xyubl/Downloads/pd_1-100/1217488.mp4	1	0	18	2.8903717578961645	personal development
1221446	Learn Communication Techniques	Learn to develop effective communication skills to become a strong communicator	Personal Development	Influence	Communication Skills	English	2 hours	19.99	4.7238145	102	9.99	1661	5281	Vertex Learning	2	1387	4.519849532960894	https://www.udemy.com/course/learn-communication-techniques/											Vertex Learning	male		0	1	11	2.3978952727983707	personal development
1222072	The One Week Parenting Miracle	Effective Discipline for Pre-Teen Kids	Personal Development	Parenting & Relationships	Parenting	English	2 hours	19.99	4.447769	183	9.99	1892	7537	Randy Hyde PhD	12	778	4.425725092436975	https://www.udemy.com/course/the-one-week-parenting-miracle/	1.0	0.4744408945686901	0.5789473684210527	0.416267942583732	0.4278846153846153	0.4132581971166131	0.6880337569954902	2.907166126837062	0.7475701570510864	142.96	Randy Hyde PhD	male	/home/xyubl/Downloads/pd_1-100/1222072.mp4	1	1	5	1.6094379124341005	personal development
1227630	A walk through Ephesians	Walk through Ephesians verse by verse.	Personal Development	Religion & Spirituality	Christianity	English	7 hours	19.99	4.8759136	130	9.99	2838	2988	Bertie Brits	1	130	4.8759136	https://www.udemy.com/course/a-walk-through-ephesians/	1.0	0.0023364485981308	0.0069930069930069	0.0	0.0	0.5187671556542054	0.6807803484738324	2.997366968925232	0.7259841561317444	102.2	Bertie Brits	male	/home/xyubl/Downloads/pd_1-100/1227630.mp4	1	1	6	1.791759469228055	personal development
1231042	The Ultimate Job Search Course	A job search course to help you build your resume, write a cover letter, and stand out to your dream jobs and companies	Personal Development	Career Development	Job Search	English	1 hour	84.99	4.348823	203	9.99	1099	1099	The Muse	1	203	4.3488054	https://www.udemy.com/course/the-ultimate-job-search-course/	1.0	0.1290322580645161	0.1686746987951807	0.180722891566265	0.0365853658536585	0.2827681124072579	0.4704259489029008	3.617481829838709	0.8816891312599182	55.83819849874896	The Muse	male	/home/xyubl/Downloads/pd_1-100/1231042.mp4	1	1	23	3.1354942159291497	personal development
1237338	THE FEAR 2.0 Core Confidence - Gain Confidence In 2020	Get Real Confidence. Self Esteem. Becoming Rejection-Proof & Anxiety Free. Master Your Psychology & Social Inhibitions	Personal Development	Self Esteem & Confidence	Confidence	English	6 hours	84.99	4.666889	440	9.99	2830	30268	Justin Quinton	8	1767	4.337529535714286	https://www.udemy.com/course/thefear2/	1.0	0.0333333333333333	0.0	0.0	0.1	0.4637524333333332	0.8009179135186351	3.134070016666667	0.6984473466873169	60.766666666666666	Justin Quinton	male	/home/xyubl/Downloads/pd_1-100/1237338.mp4	1	1	16	2.772588722239781	personal development
1238168	First Timers Guide to Approach A Girl - Basic Do's & Don'ts	A shy guys guide to approaching girls for friendship or long-term relationship. What to do & What not to. (Only for 18+)	Personal Development	Parenting & Relationships	Dating	English	1 hour	24.99	4.461917	98	9.99	9897	33525	Amin Sherani	2	516	4.338469763809524	https://www.udemy.com/course/art-of-dating/											Amin Sherani	male		0	1	22	3.091042453358316	personal development
1241064	Super Memory Essentials: Develop A Perfect Memory	Super Memory Secrets To Recall Names, Dates, Facts And Figures, Ace Exams Faster Than Ever With A Perfect Memory!	Personal Development	Memory & Study Skills	Memory	English	3.5 hours	84.99	4.3777695	124	9.99	1271	121122	Alan Jarvis	4	24189	4.570056800502513	https://www.udemy.com/course/superlearner-essentials-level-1-develop-a-perfect-memory/	0.0	0.575	1.0	0.4615384615384615	0.2307692307692307	0.3677406831249999	1.0664829930303088	3.004996769999999	0.7393211126327515	137.36666666666667	Alan Jarvis	male	/home/xyubl/Downloads/pd_1-100/1241064.mp4	1	1	19	2.9444389791664403	personal development
1245026	Be Your Own Stylist | Feel Confident & Love Your Style	Learn the tips of a personal stylist: how to style your body, shop with success, and enjoy getting dressed!	Personal Development	Personal Transformation	Fashion	English	1 hour	49.99	4.6913767	260	9.99	1095	1095	Caitlin P.	1	260	4.6900625	https://www.udemy.com/course/be-your-own-stylist/	1.0	0.0144144144144144	0.0216216216216216	0.0	0.0216216216216216	0.5314303934594599	0.3440720315967556	2.8735622003603614	0.8336174488067627	122.4	Caitlin P.	female	/home/xyubl/Downloads/pd_1-100/1245026.mp4	1	0	19	2.9444389791664403	personal development
1253348	OnePagerr Project Management	Learn how to create and manage hundreds of small projects efficiently with this one page project management system.	Personal Development	Personal Productivity	Project Management	English	1.5 hours	84.99	4.619429	312	9.99	9696	131037	Timothy Kenny	77	5487	4.18426136875784	https://www.udemy.com/course/onepagerr-project-management/	0.0								0.7875350117683411	394.23333333333335	Timothy Kenny	male	/home/xyubl/Downloads/pd_1-100/1253348.mp4	1	1	18	2.8903717578961645	personal development
